"date";"target"
"2020-01-22";"1"
"2020-01-23";"0"
"2020-01-24";"1"
"2020-01-25";"0"
"2020-01-26";"3"
"2020-01-27";"0"
"2020-01-28";"0"
"2020-01-29";"1"
"2020-01-30";"0"
"2020-01-31";"2"
"2020-02-01";"0"
"2020-02-02";"0"
"2020-02-03";"3"
"2020-02-04";"0"
"2020-02-05";"0"
"2020-02-06";"1"
"2020-02-07";"0"
"2020-02-08";"0"
"2020-02-09";"0"
"2020-02-10";"0"
"2020-02-11";"1"
"2020-02-12";"0"
"2020-02-13";"1"
"2020-02-14";"0"
"2020-02-15";"0"
"2020-02-16";"0"
"2020-02-17";"0"
"2020-02-18";"0"
"2020-02-19";"0"
"2020-02-20";"0"
"2020-02-21";"2"
"2020-02-22";"0"
"2020-02-23";"0"
"2020-02-24";"0"
"2020-02-25";"0"
"2020-02-26";"0"
"2020-02-27";"1"
"2020-02-28";"0"
"2020-02-29";"8"
"2020-03-01";"7"
"2020-03-02";"23"
"2020-03-03";"19"
"2020-03-04";"33"
"2020-03-05";"77"
"2020-03-06";"53"
"2020-03-07";"166"
"2020-03-08";"116"
"2020-03-09";"75"
"2020-03-10";"188"
"2020-03-11";"365"
"2020-03-12";"439"
"2020-03-13";"633"
"2020-03-14";"759"
"2020-03-15";"234"
"2020-03-16";"1467"
"2020-03-17";"1833"
"2020-03-18";"2657"
"2020-03-19";"4494"
"2020-03-20";"6367"
"2020-03-21";"5995"
"2020-03-22";"8873"
"2020-03-23";"11238"
"2020-03-24";"10619"
"2020-03-25";"12082"
"2020-03-26";"17856"
"2020-03-27";"18690"
"2020-03-28";"19630"
"2020-03-29";"18899"
"2020-03-30";"22075"
"2020-03-31";"26314"
"2020-04-01";"32286"
"2020-04-02";"32222"
"2020-04-03";"32307"
"2020-04-04";"32386"
"2020-04-05";"29895"
"2020-04-06";"31390"
"2020-04-07";"30779"
"2020-04-08";"31235"
"2020-04-09";"35942"
"2020-04-10";"34403"
"2020-04-11";"29083"
"2020-04-12";"27256"
"2020-04-13";"26939"
"2020-04-14";"28818"
"2020-04-15";"25408"
"2020-04-16";"30002"
"2020-04-17";"33066"
"2020-04-18";"27907"
"2020-04-19";"26062"
"2020-04-20";"29820"
"2020-04-21";"25926"
"2020-04-22";"28911"
"2020-04-23";"33612"
"2020-04-24";"32327"
"2020-04-25";"30380"
"2020-04-26";"26488"
"2020-04-27";"23715"
